FID,OBJECTID,SHAPE,NATNR,ARTBEZ,WISSBEZ,BEZ,ADRESSE,ND_TYP,OBJEKTART,SE_ANNO_CAD_DATA
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b1e,1712980,POINT (16.254550363410022 48.20621514283801),63,Europäische Lärche,Larix decidua,14,"14., Bujattigasse 15A",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b1f,1712981,POINT (16.254550363410022 48.20621514283801),63,Europäische Lärche,Larix decidua,14,"14., Bujattigasse 15A",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b20,1712982,POINT (16.254550363410022 48.20621514283801),63,Platane,Platanus x hybrida,14,"14., Bujattigasse 15A",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b21,1712983,POINT (16.446066720654905 48.214449998732285),67,nicht definiert,,22,"22., Mühlwasser -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b22,1712984,POINT (16.442929843174635 48.21807461047019),67,nicht definiert,,22,"22., Mühlwasser -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b23,1712985,POINT (16.347206489232036 48.24465644896939),69,Eibe,Taxus baccata,19,"19., Rudolfinergasse 12",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b24,1712986,POINT (16.347358632730554 48.2446581429136),69,Sommerlinde,Tilia platyphyllos,19,"19., Rudolfinergasse 12",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b25,1712987,POINT (16.342303470557475 48.20460364803857),71,Baumhasel,Corylus colurna,7,"7., Schottenfeldgasse 75A",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b26,1712988,POINT (16.342354324488852 48.204601396990924),71,Baumhasel,Corylus colurna,7,"7., Schottenfeldgasse 75A",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b27,1712989,POINT (16.34274124576292 48.204592292239774),71,Sommerlinde,Tilia platyphyllos,7,"7., Schottenfeldgasse 75A",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b28,1712990,POINT (16.29756473075867 48.17962930710142),72,Eichenallee,Quercus,13,"13., Weidlichgasse -",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b29,1712991,POINT (16.298125833230348 48.17950026076183),72,Eichenallee,Quercus,13,"13., Weidlichgasse -",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b2a,1712992,POINT (16.320029185011872 48.1638478499768),79,Eibe,Taxus baccata,12,"12., Altmannsdorfer Schloßpark -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b2b,1712993,POINT (16.32070101947901 48.16397546698558),79,Esche,Fraxinus excelsior,12,"12., Altmannsdorfer Schloßpark -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b2c,1712994,POINT (16.339631665718 48.256771515904994),80,Sommerlinde,Tilia platyphyllos,19,"19., Himmelstraße 25(PFARRE)",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b2d,1712995,POINT (16.339772257899966 48.2566994764555),80,Stieleiche,Quercus robur,19,"19., Himmelstraße 25(PFARRE)",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b2e,1712996,POINT (16.281421141869217 48.16696975832801),83,Riesenmammutbaum,Sequoiadendron giganteum,13,"13., Hochmaisgasse 8-10(HAUS 11)",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b2f,1712997,POINT (16.257663809073968 48.224219738259414),90,Standort der Grünen Schneerose,Helleborus viridis,16,"16., Wolfsgraben -",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b30,1712998,POINT (16.45273094383779 48.192681348197524),96,Schwarzpappel,Populus nigra,2,"2., Hafenzufahrtsstraße 50",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b31,1712999,POINT (16.335823477177442 48.201916277104765),97,Pyramidenpappel,Populus nigra 'Italica',15,"15., Vogelweidplatz-Märzpark -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b32,1713000,POINT (16.330012912597255 48.227064457704174),100,Winterlinde,Tilia cordata,18,"18., Paulinengasse 9",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b33,1713001,POINT (16.291925274847923 48.1842470253081),106,Kalifornische Flusszeder,Calocedrus decurrens,13,"13., Wenzgasse 7(SCHULE)",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b34,1713002,POINT (16.308294847331542 48.186616391856575),110,Ginkgo,Ginkgo biloba,13,"13., Schönbrunner Schloßgarten -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b35,1713003,POINT (16.307224611949316 48.24706252729191),114,Geologischer Aufschluss,Kalkklippen,18,"18., Pötzleinsdorfer Höhe 3",Geologischer Aufschluss,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b36,1713004,POINT (16.287916837892 48.20655053928526),116,Felsbildung (Eruptivgestein),-,14,"14., Spiegelgrundstraße 3",Geologischer Aufschluss,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b37,1713005,POINT (16.301705221235103 48.185798559347276),122,Morgenländische Platane,Platanus orientalis,13,"13., Am Platz -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b38,1713006,POINT (16.30188019682266 48.185784042541286),122,Morgenländische Platane,Platanus orientalis,13,"13., Am Platz -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b39,1713007,POINT (16.378781112175787 48.2675783540994),123,Aubestand,-,21,"21., Schwarzlackenau -",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b3a,1713009,POINT (16.271556394830675 48.19036413184799),126,Eibe,Taxus baccata,13,"13., Streckerpark -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b3b,1713010,POINT (16.38199734367112 48.20070140604689),139,Stieleiche,Quercus robur,3,"3., Grimmelshausengasse -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b3c,1713011,POINT (16.22888313749536 48.21058563425241),140,Schwarzkiefer,Pinus nigra,14,"14., Schleusenstraße 3",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b3d,1713012,POINT (16.416548749186315 48.21742249814733),159,Schwarzpappel,Populus nigra,2,"2., Handelskai 268",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b3e,1713013,POINT (16.319059679596325 48.17845369332965),170,Schwarzkiefer,Pinus nigra,12,"12., Tivoligasse 73",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b3f,1713014,POINT (16.319059679596325 48.17845369332965),170,Schwarzkiefer,Pinus nigra,12,"12., Tivoligasse 73",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b40,1713015,POINT (16.319059679596325 48.17845369332965),170,Schwarzkiefer,Pinus nigra,12,"12., Tivoligasse 73",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b41,1713016,POINT (16.319059679596325 48.17845369332965),170,Schwarzkiefer,Pinus nigra,12,"12., Tivoligasse 73",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b42,1713017,POINT (16.319059679596325 48.17845369332965),170,Schwarzkiefer,Pinus nigra,12,"12., Tivoligasse 73",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b43,1713018,POINT (16.319059679596325 48.17845369332965),170,Schwarzkiefer,Pinus nigra,12,"12., Tivoligasse 73",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b44,1713019,POINT (16.319059679596325 48.17845369332965),170,Schwarzkiefer,Pinus nigra,12,"12., Tivoligasse 73",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b45,1713020,POINT (16.396034096947304 48.193812784236954),312,Kalifornische Flusszeder,Calocedrus decurrens,3,"3., Landstraßer Hauptstraße 138",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b46,1713021,POINT (16.39614226744085 48.19372081687976),312,Kalifornische Flusszeder,Calocedrus decurrens,3,"3., Landstraßer Hauptstraße 138",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b47,1713022,POINT (16.38694215532536 48.19697999481703),316,Morgenländische Platane,Platanus orientalis,3,"3., Ungargasse 60",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b48,1713023,POINT (16.35487190751771 48.25524111723616),323,Libanonzeder,Cedrus libani,19,"19., Armbrustergasse 15",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b49,1713024,POINT (16.263437163673764 48.204158868847436),332,Esche,Fraxinus excelsior,14,"14., Dehnegasse 9",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b4a,1713025,POINT (16.334636350639297 48.2268298884774),333,Schwarzkiefer,Pinus nigra,18,"18., Klostergasse -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b4b,1713026,POINT (16.355981634696278 48.242188893410976),336,Sommerlinde,Tilia platyphyllos,19,"19., Döblinger Hauptstraße 92",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b4c,1713027,POINT (16.31899518099253 48.17791426756301),341,Gatterhölzl,-,12,"12., Trivoligasse -",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b4d,1713028,POINT (16.48724955416689 48.21750554193651),348,Morgenländischer Lebensbaum,Thuja orientalis,22,"22., Siegesplatz 12",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b4e,1713029,POINT (16.4873696907727 48.21749423238993),348,Morgenländischer Lebensbaum,Thuja orientalis,22,"22., Siegesplatz 12",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b4f,1713030,POINT (16.2441306238653 48.20010186321183),350,Hofjagdallee,-,13,"13., Hofjagdallee -",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b50,1713031,POINT (16.242118237345068 48.20042570032021),350,Hofjagdallee,-,13,"13., Hofjagdallee -",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b51,1713032,POINT (16.238606225322233 48.20106012515848),350,Hofjagdallee,-,13,"13., Hofjagdallee -",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b52,1713033,POINT (16.236263095619094 48.20145552454976),350,Hofjagdallee,-,13,"13., Hofjagdallee -",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b53,1713034,POINT (16.297951073075733 48.22848999727079),351,Baumhasel,Corylus colurna,17,"17., Dornbacher Straße 57",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b54,1713035,POINT (16.298011183637165 48.228382188884446),351,Eibe,Taxus baccata,17,"17., Dornbacher Straße 57",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b55,1713036,POINT (16.29788525800192 48.22830516537126),351,Eibe,Taxus baccata,17,"17., Dornbacher Straße 57",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b56,1713037,POINT (16.29788525800192 48.22830516537126),351,Bergahorn,Acer pseudoplatanus,17,"17., Dornbacher Straße 57",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b57,1713038,POINT (16.29788525800192 48.22830516537126),351,Tulpenbaum,Liriodendron tulipifera,17,"17., Dornbacher Straße 57",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b58,1713039,POINT (16.261424059963964 48.200602104743446),353,Schwarzkiefer,Pinus nigra,14,"14., Isbarygasse 12",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b59,1713040,POINT (16.315167985097077 48.16517456547896),355,Schwarzkiefer,Pinus nigra,12,"12., Hetzendorfer Straße 48",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b5a,1713041,POINT (16.297013040375717 48.169327056287),356,Esche,Fraxinus excelsior,12,"12., Werthenburggasse 9",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b5b,1713042,POINT (16.323055570854347 48.25052400511301),362,Schwarzkiefer,Pinus nigra,19,"19., Sieveringer Straße -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b5c,1713043,POINT (16.32309557135075 48.25049307320562),362,Schwarzkiefer,Pinus nigra,19,"19., Sieveringer Straße -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b5d,1713044,POINT (16.35518638468808 48.25277982079771),363,Rosskastanie,Aesculus hippocastanum,19,"19., Hohe Warte 70",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b5e,1713045,POINT (16.34013930292545 48.255809053004434),364,Eibe,Taxus baccata,19,"19., Himmelstraße 17",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b5f,1713046,POINT (16.354094411207896 48.236231767373425),365,Platane,Platanus x hybrida,19,"19., Guneschgasse 4",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b60,1713047,POINT (16.28803733985172 48.18259708992284),366,Efeu,Hedera helix,13,"13., Lainzer Straße 85",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b61,1713048,POINT (16.30269266929158 48.22725886745283),368,Kalifornische Flusszeder,Calocedrus decurrens,17,"17., Dornbacher Straße 29",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b62,1713049,POINT (16.346339893055973 48.24032820826881),370,Traubeneiche,Quercus petraea,19,"19., Billrothstraße 59",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b63,1713008,POINT (16.2597700415051 48.180169525127916),124,Riesenmammutbaum,Sequoiadendron giganteum,13,"13., Stock im Weg 19",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b64,1713050,POINT (16.361204915587443 48.20810474929297),376,Morgenländische Platane,Platanus orientalis,1,"1., Volksgarten -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b65,1713051,POINT (16.340265799678704 48.22961276601822),378,Rosskastanie,Aesculus hippocastanum,18,"18., Cottagegasse 19",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b66,1713052,POINT (16.355266771806967 48.1888522736555),382,Morgenländische Platane,Platanus orientalis,5,"5., Margaretenstraße 103",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b67,1713053,POINT (16.342115695794284 48.233777517614726),383,Silberpappel,Populus alba,18,"18., Cottagegasse 43",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b68,1713054,POINT (16.40554967186956 48.19443534046224),389,Morgenländische Platane,Platanus orientalis,3,"3., Kleingasse 3",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b69,1713055,POINT (16.27558574990662 48.192813207217434),392,Schwarzpappel,Populus nigra,14,"14., Hackinger Straße 13",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b6a,1713056,POINT (16.358557454674756 48.193843020558006),394,Robinie,Robinia pseudoacacia,5,"5., Schönbrunner Straße 20",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b6b,1713057,POINT (16.265183306213977 48.16671986270703),399,mehrere Baumgruppen,-,13,"13., Hermesstraße/Friedenszeile -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b6c,1713058,POINT (16.265195206008233 48.16696196930947),399,mehrere Baumgruppen,-,13,"13., Hermesstraße/Friedenszeile -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b6d,1713059,POINT (16.26527918433181 48.1671894612965),399,mehrere Baumgruppen,-,13,"13., Hermesstraße/Friedenszeile -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b6e,1713060,POINT (16.301167712222266 48.186742509002315),188,Morgenländische Platane,Platanus orientalis,13,"13., Hietzinger Hauptstraße 20",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b6f,1713061,POINT (16.272842485195568 48.16609192709559),189,Feldulme,Ulmus minor,13,"13., Dr. Schober Straße -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b70,1713062,POINT (16.251813836651166 48.202116663276826),192,Bergahorn,Acer pseudoplatanus,14,"14., Linzer Straße 429",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b71,1713063,POINT (16.25182121076851 48.20360747638063),192,Bergahorn,Acer pseudoplatanus,14,"14., Linzer Straße 429",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b72,1713064,POINT (16.250070542341444 48.203285660524905),198,Schwarzkiefer,Pinus nigra,14,"14., Linzer Straße 429",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b73,1713065,POINT (16.24996114108472 48.203221636718084),198,Schwarzkiefer,Pinus nigra,14,"14., Linzer Straße 429",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b74,1713066,POINT (16.252198718129538 48.20302517122874),200,nicht definiert,,14,"14., Linzer Straße 429",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b75,1713067,POINT (16.253205227937798 48.20297266172301),200,nicht definiert,,14,"14., Linzer Straße 429",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b76,1713068,POINT (16.22033688421186 48.212077952611295),204,Schwarzkiefer,Pinus nigra,14,"14., Dr. Heckmann-Straße 10E",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b77,1713069,POINT (16.22038775544298 48.212073687092015),204,Schwarzkiefer,Pinus nigra,14,"14., Dr. Heckmann-Straße 10E",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b78,1713070,POINT (16.220410019098818 48.21204610032896),204,Schwarzkiefer,Pinus nigra,14,"14., Dr. Heckmann-Straße 10E",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b79,1713071,POINT (16.220444945649692 48.212071676212794),204,Schwarzkiefer,Pinus nigra,14,"14., Dr. Heckmann-Straße 10E",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b7a,1713072,POINT (16.220467190235986 48.212052543042866),204,Schwarzkiefer,Pinus nigra,14,"14., Dr. Heckmann-Straße 10E",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b7b,1713073,POINT (16.22051802782574 48.212063206171294),204,Schwarzkiefer,Pinus nigra,14,"14., Dr. Heckmann-Straße 10E",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b7c,1713074,POINT (16.313390139411776 48.256307522998995),211,Hängeesche,Fraxinus excelsior „Pendula“,19,"19., Sieveringer Straße 255",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b7d,1713075,POINT (16.313336032204678 48.25623925431888),211,Hängeesche,Fraxinus excelsior „Pendula“,19,"19., Sieveringer Straße 255",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b7e,1713076,POINT (16.340721444770796 48.25543860356762),213,Eibe,Taxus baccata,19,"19., Straßergasse 8-12",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b7f,1713077,POINT (16.340817991277003 48.25532240822687),214,Nordmanns Tanne,Abies nordmanniana,19,"19., Straßergasse 8-12",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b80,1713078,POINT (16.340599311884873 48.25556721036331),215,Riesenmammutbaum,Sequoiadendron giganteum,19,"19., Straßergasse 14",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b81,1713079,POINT (16.344974968337638 48.260279902949065),219,Bruchweide,Salix fragilis,19,"19., Grinzinger Steig -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b82,1713080,POINT (16.300436422257956 48.14927149898811),241,Schwarzkiefer,Pinus nigra,23,"23., Breitenfurter Straße 267",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b83,1713081,POINT (16.300546829465574 48.14936056702144),242,Eibe,Taxus baccata,23,"23., Breitenfurter Straße 267",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b84,1713082,POINT (16.300738525296342 48.14928058572922),243,Esche,Fraxinus excelsior,23,"23., Breitenfurter Straße 267",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b85,1713083,POINT (16.30039828480513 48.14942275465789),244,Zerreiche,Quercus cerris,23,"23., Breitenfurter Straße 267",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b86,1713084,POINT (16.25789628757298 48.148369969561166),250,Edelkastanie,Castanea sativa,23,"23., Maurer Lange-Gasse -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b87,1713085,POINT (16.25789628757298 48.148369969561166),250,Edelkastanie,Castanea sativa,23,"23., Maurer Lange-Gasse -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b88,1713086,POINT (16.258275486584107 48.14866538764411),252,Eibe,Taxus baccata,23,"23., Maurer Lange-Gasse -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b89,1713087,POINT (16.25846836427082 48.14864555297485),252,Eibe,Taxus baccata,23,"23., Maurer Lange-Gasse -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b8a,1713088,POINT (16.260805653534838 48.149562358077794),254,Ginkgo,Ginkgo biloba,23,"23., Kaserngasse 9",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b8b,1713089,POINT (16.25946845913119 48.146497001640356),256,Speierling,Sorbus domestica,23,"23., Maurer Lange Gasse 123",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b8c,1713090,POINT (16.25947824799472 48.14642092469784),256,Speierling,Sorbus domestica,23,"23., Maurer Lange Gasse 123",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b8d,1713417,POINT (16.331284397378962 48.25724081933103),655,Scheinzypresse,Chamaecyparis lawsoniana,19,"19., Himmelstraße 30",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b8e,1713418,POINT (16.331495290910876 48.25728894133781),655,Scheinzypresse,Chamaecyparis lawsoniana,19,"19., Himmelstraße 30",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b8f,1713419,POINT (16.331908347461592 48.25711709827784),655,Scheinzypresse,Chamaecyparis lawsoniana,19,"19., Himmelstraße 30",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b90,1713420,POINT (16.33196935539078 48.2571020819519),655,Scheinzypresse,Chamaecyparis lawsoniana,19,"19., Himmelstraße 30",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b91,1713421,POINT (16.33196935539078 48.2571020819519),655,Scheinzypresse,Chamaecyparis lawsoniana,19,"19., Himmelstraße 30",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b92,1713422,POINT (16.33196935539078 48.2571020819519),655,Scheinzypresse,Chamaecyparis lawsoniana,19,"19., Himmelstraße 30",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b93,1713423,POINT (16.33196935539078 48.2571020819519),655,Scheinzypresse,Chamaecyparis lawsoniana,19,"19., Himmelstraße 30",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b94,1713424,POINT (16.33196935539078 48.2571020819519),655,Scheinzypresse,Chamaecyparis lawsoniana,19,"19., Himmelstraße 30",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b95,1713425,POINT (16.33196935539078 48.2571020819519),655,Scheinzypresse,Chamaecyparis lawsoniana,19,"19., Himmelstraße 30",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b96,1713426,POINT (16.33196935539078 48.2571020819519),655,Scheinzypresse,Chamaecyparis lawsoniana,19,"19., Himmelstraße 30",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b97,1713427,POINT (16.33196935539078 48.2571020819519),655,Schwarzkiefer,Pinus nigra,19,"19., Himmelstraße 30",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b98,1713428,POINT (16.33196935539078 48.2571020819519),655,Schwarznuss,Juglans nigra,19,"19., Himmelstraße 30",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b99,1713429,POINT (16.33196935539078 48.2571020819519),655,Rotbuche,Fagus sylvatica,19,"19., Himmelstraße 30",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b9a,1713430,POINT (16.33196935539078 48.2571020819519),655,Walnuss,Juglans regia,19,"19., Himmelstraße 30",Baumgruppe (ab 4 Bäumen),?,
