FID,SHAPE,BEZIRK,KREUZUNG,ANL_TYPE,ANL_NR,SE_SDO_ROWID,SE_ANNO_CAD_DATA
AKUSTISCHEAMPELOGD.293035,POINT (16.36027944775224 48.206517374031435),1,Burgring-Bellariastr.,Verkehrslichtsignalanlage,V01014-01,293035,
AKUSTISCHEAMPELOGD.293038,POINT (16.3893734744449 48.223551422543395),2,Nordbahnstr.-Am Tabor,Verkehrslichtsignalanlage,V02060-01,293038,
AKUSTISCHEAMPELOGD.292787,POINT (16.40798909325017 48.19528577135353),3,Schlachthausg.-Erdbergstr.,Verkehrslichtsignalanlage,V03029-01,292787,
AKUSTISCHEAMPELOGD.292788,POINT (16.376561256480656 48.203337653191966),1,Parkring-Johannesg.,Verkehrslichtsignalanlage,V01021-01,292788,
AKUSTISCHEAMPELOGD.292789,POINT (16.381627466190217 48.20305418199898),3,Am Heumarkt-Reisnerstr.,Verkehrslichtsignalanlage,V03077-01,292789,
AKUSTISCHEAMPELOGD.292790,POINT (16.3213982047767 48.221549499226946),17,Hernalser Hptstr.-Wattg.,Verkehrslichtsignalanlage,V17007-01,292790,
AKUSTISCHEAMPELOGD.292792,POINT (16.33561857498256 48.149775810330304),23,Triester Str.-Sterng.,Verkehrslichtsignalanlage,V23014-01,292792,
AKUSTISCHEAMPELOGD.292793,POINT (16.334894188286643 48.21743541693282),17,Hernalser Hptstr.-Bergsteigg.,Verkehrslichtsignalanlage,V17005-01,292793,
AKUSTISCHEAMPELOGD.292795,POINT (16.395656462422266 48.22068517677957),2,Lassallestr.-Venediger Au,Verkehrslichtsignalanlage,V02057-01,292795,
AKUSTISCHEAMPELOGD.292796,POINT (16.359824534683643 48.182811914287505),5,Wiedner Hauptstr.-Hollg._Spengerg.,Verkehrslichtsignalanlage,V05012-01,292796,
AKUSTISCHEAMPELOGD.292797,POINT (16.343140660906897 48.170281786901604),10,Wienerbergstr.-Rotdornallee,Verkehrslichtsignalanlage,V12069-01,292797,
AKUSTISCHEAMPELOGD.292798,POINT (16.31816765655281 48.199139158770784),14,Hütteldorfer Str.-Schanzstr.,Verkehrslichtsignalanlage,V15058-01,292798,
AKUSTISCHEAMPELOGD.292800,POINT (16.44340430714071 48.25000139939629),22,Wagramer Str.-Kagraner Platz,Verkehrslichtsignalanlage,V22019-01,292800,
AKUSTISCHEAMPELOGD.292801,POINT (16.32470339714276 48.13780406233029),23,Altmannsdorfer Str.-Erlaaer Str. _Perfektastr.,Verkehrslichtsignalanlage,V23012-01,292801,
AKUSTISCHEAMPELOGD.292802,POINT (16.394878621675403 48.26231998767715),21,Prager Str.-Nordbr. Auffahrt,Verkehrslichtsignalanlage,V21036-01,292802,
AKUSTISCHEAMPELOGD.292803,POINT (16.337841520927334 48.20163999277797),7,Neubaugürtel-Westbahnstr.,Verkehrslichtsignalanlage,V07029-01,292803,
AKUSTISCHEAMPELOGD.292805,POINT (16.343139969188027 48.20431356855628),7,Burgg.-Schottenfeldg.,Verkehrslichtsignalanlage,V07011-01,292805,
AKUSTISCHEAMPELOGD.292806,POINT (16.326460934174218 48.17729262412733),12,Ruckerg.-Ratschkyg.,Verkehrslichtsignalanlage,V12007-01,292806,
AKUSTISCHEAMPELOGD.292807,POINT (16.260850264345397 48.20182894689266),14,Linzer Str.-Rosentalg.,Verkehrslichtsignalanlage,V14030-01,292807,
AKUSTISCHEAMPELOGD.292808,POINT (16.34477700008275 48.23000254975048),18,Gymnasiumstr.-Sternwartestr.,Verkehrslichtsignalanlage,V18010-01,292808,
AKUSTISCHEAMPELOGD.292809,POINT (16.32860154476506 48.23177095820315),18,Gersthofer Str.-Gentzg.,Verkehrslichtsignalanlage,V18016-01,292809,
AKUSTISCHEAMPELOGD.292810,POINT (16.34967411986349 48.22457414745045),9,Währinger Gürtel-Währinger Str._Volksop,Verkehrslichtsignalanlage,V09040-01,292810,
AKUSTISCHEAMPELOGD.292812,POINT (16.39615510292679 48.255927993537796),21,Floridsdorfer Hauptstr.-Leopold-Ferstl-G.,Verkehrslichtsignalanlage,V21077-01,292812,
AKUSTISCHEAMPELOGD.292813,POINT (16.411794274485416 48.281933089742964),21,Brünner Str.-Gerasdorfer Str.,Verkehrslichtsignalanlage,V21010-01,292813,
AKUSTISCHEAMPELOGD.292814,POINT (16.33095004336934 48.21818237238107),17,Hernalser Hptstr.-Hormayrg.,Verkehrslichtsignalanlage,V17013-01,292814,
AKUSTISCHEAMPELOGD.292815,POINT (16.383947191551304 48.199161419766845),3,Neulingg.-Reisnerstr.,Verkehrslichtsignalanlage,V03053-01,292815,
AKUSTISCHEAMPELOGD.292816,POINT (16.374214606188893 48.242324143707854),20,Adalbert Stifter Str.-Dresdner Str.,Verkehrslichtsignalanlage,V20003-01,292816,
AKUSTISCHEAMPELOGD.292817,POINT (16.354154556528776 48.16788636051058),10,Raxstr.-Windtenstr.,geregelter Fußgängerübergang,V10022-01,292817,
AKUSTISCHEAMPELOGD.292818,POINT (16.428115479115892 48.251908874212035),21,Angyalföldstr.-Donaufelder Str.,Verkehrslichtsignalanlage,V21084-01,292818,
AKUSTISCHEAMPELOGD.292819,POINT (16.37531311438745 48.19094495807951),4,Belvedereg.-St. Elisabeth-Pl.,geregelter Fußgängerübergang,V04028-01,292819,
AKUSTISCHEAMPELOGD.292820,POINT (16.297048896581845 48.18954698712431),14,Hadikg.-Jenullg.,geregelter Fußgängerübergang,V14051-01,292820,
AKUSTISCHEAMPELOGD.292821,POINT (16.33691370246872 48.202654529050584),15,Neubaugürtel-Sorbaitg.,Verkehrslichtsignalanlage,V15044-01,292821,
AKUSTISCHEAMPELOGD.292822,POINT (16.42791997309438 48.24840559400995),22,Dückeg.-Arakawastr.,Verkehrslichtsignalanlage,V22095-01,292822,
AKUSTISCHEAMPELOGD.292825,POINT (16.4688236218631 48.25161765530842),22,Breitenleer Str.-Zwerchäckerweg,Verkehrslichtsignalanlage,V22093-01,292825,
AKUSTISCHEAMPELOGD.292826,POINT (16.36673470198376 48.15911910903517),10,Laxenburger Str.-Sibeliusstr.,Verkehrslichtsignalanlage,V10014-01,292826,
AKUSTISCHEAMPELOGD.292828,POINT (16.315556668870038 48.223528184963676),17,Hernalser Hptstr.-Heigerleinstr.,Verkehrslichtsignalanlage,V17019-01,292828,
AKUSTISCHEAMPELOGD.292830,POINT (16.294901947048338 48.197256234871475),14,Hütteldorfer Str.-Lützowg.,Verkehrslichtsignalanlage,V14008-01,292830,
AKUSTISCHEAMPELOGD.292831,POINT (16.244854624367402 48.13767673331745),23,Breitenfurter Str.-In der Klausen,Verkehrslichtsignalanlage,V23059-01,292831,
AKUSTISCHEAMPELOGD.292833,POINT (16.341400474196053 48.205935859323795),7,Neustiftg.-Halbg.,Verkehrslichtsignalanlage,V07008-01,292833,
AKUSTISCHEAMPELOGD.292834,POINT (16.40552448986127 48.22528694923574),2,Handelskai-Reichsbr.Rampe 400,Verkehrslichtsignalanlage,V02054-01,292834,
AKUSTISCHEAMPELOGD.292835,POINT (16.431786856557704 48.16826499368356),11,Florian Hedorfer Str.-Bleriotg.,Verkehrslichtsignalanlage,V11039-01,292835,
AKUSTISCHEAMPELOGD.292836,POINT (16.331306066486086 48.20439740782157),15,Gablenzg.-Vogelweidpl._Kirchstett,Verkehrslichtsignalanlage,V15049-01,292836,
AKUSTISCHEAMPELOGD.292837,POINT (16.409692845142178 48.28508347786945),21,Jedlersd. Str.-Hanreiterg.,Verkehrslichtsignalanlage,V21063-01,292837,
AKUSTISCHEAMPELOGD.292839,POINT (16.36502710227304 48.199118269211624),4,Rechte Wienzeile-Faulmanng.,Verkehrslichtsignalanlage,V04002-01,292839,
AKUSTISCHEAMPELOGD.292842,POINT (16.341954035517105 48.18874687882998),6,Margaretengürtel-Linke Wienzeile,Verkehrslichtsignalanlage,V06005-01,292842,
AKUSTISCHEAMPELOGD.292843,POINT (16.344688582201023 48.22686510280326),18,Gentzg.-Edelhofstr.,Verkehrslichtsignalanlage,V18009-01,292843,
AKUSTISCHEAMPELOGD.292845,POINT (16.352108787416448 48.187754140337375),5,Reinprechtsd. Str.-Margaretenstr.,Verkehrslichtsignalanlage,V05004-01,292845,
AKUSTISCHEAMPELOGD.292846,POINT (16.397788857358705 48.20333029692277),3,Erdberger Lände-Wasserg.,Verkehrslichtsignalanlage,V03054-01,292846,
AKUSTISCHEAMPELOGD.292847,POINT (16.3771218332404 48.19454827655491),3,Prinz Eugen-Str.-Plößlg.,geregelter Fußgängerübergang,V04031-01,292847,
AKUSTISCHEAMPELOGD.292851,POINT (16.391513036155526 48.213635404527984),2,Schüttelstr.-Franzensbrückenstr.,Verkehrslichtsignalanlage,V02036-01,292851,
AKUSTISCHEAMPELOGD.292852,POINT (16.341658124855833 48.22227929894863),18,Kreuzg.-Martinstr.,Verkehrslichtsignalanlage,V18011-01,292852,
AKUSTISCHEAMPELOGD.292853,POINT (16.26142932132288 48.1428306366944),23,Rodauner Str.-Rudolf Waisenhorng.,Verkehrslichtsignalanlage,V23079-01,292853,
AKUSTISCHEAMPELOGD.292854,POINT (16.339310244839886 48.20963044108232),8,Lerchenf. Gürtel-Pfeilg.,Verkehrslichtsignalanlage,V08002-01,292854,
AKUSTISCHEAMPELOGD.292855,POINT (16.510575966627155 48.21473783302902),22,Gr. Enzersdorfer Str.-Rosthorngasse,Verkehrslichtsignalanlage,V22104-01,292855,
AKUSTISCHEAMPELOGD.292856,POINT (16.383138639330674 48.21245032072207),2,Untere Donaustr.-Aspernbr._Aspernbrg.,Verkehrslichtsignalanlage,V02037-01,292856,
AKUSTISCHEAMPELOGD.292858,POINT (16.329610779876358 48.183345312539736),12,Schönbrunner Str.-Meidlinger Hptstr.,Verkehrslichtsignalanlage,V12036-01,292858,
AKUSTISCHEAMPELOGD.292859,POINT (16.280872694906673 48.19557148958551),14,Linzer Str.-Waidhausenstr.,Verkehrslichtsignalanlage,V14042-01,292859,
AKUSTISCHEAMPELOGD.292860,POINT (16.401036827548452 48.22875473652444),2,Handelskai-Haussteinstr.,Verkehrslichtsignalanlage,V02066-01,292860,
AKUSTISCHEAMPELOGD.292861,POINT (16.363141920440132 48.250256817131),19,Heiligenst. Str.-Mooslackeng.,Verkehrslichtsignalanlage,V19035-01,292861,
AKUSTISCHEAMPELOGD.292862,POINT (16.36506002626563 48.17253024166633),10,Neilreichg.-Inzersdorfer Str.,Verkehrslichtsignalanlage,V10063-01,292862,
AKUSTISCHEAMPELOGD.292863,POINT (16.356326697783995 48.17545159403049),10,Knöllg.-Davidg.,Verkehrslichtsignalanlage,V10008-01,292863,
AKUSTISCHEAMPELOGD.292864,POINT (16.33596671996321 48.21108234979678),16,Neulerchenf. Str.-Brunneng.,Verkehrslichtsignalanlage,V16030-01,292864,
AKUSTISCHEAMPELOGD.292865,POINT (16.43757707495267 48.23627493250525),22,Erzherzog Karl-Str.-Industriestr.,Verkehrslichtsignalanlage,V22001-01,292865,
AKUSTISCHEAMPELOGD.292866,POINT (16.382235540790397 48.208895038507904),1,Stubenring-Oskar Kokoschka-Platz,Verkehrslichtsignalanlage,V01024-01,292866,
AKUSTISCHEAMPELOGD.292867,POINT (16.366264303377555 48.19845640924539),4,Operng.-Schaurhoferg._Faulmg.,Verkehrslichtsignalanlage,V04004-01,292867,
AKUSTISCHEAMPELOGD.292868,POINT (16.365153159568603 48.23723368574921),20,Adalbert Stifter Str.-Klosterneub. Str.,Verkehrslichtsignalanlage,V20006-01,292868,
AKUSTISCHEAMPELOGD.292869,POINT (16.361834994108847 48.21457441900037),9,M.Theresien Str.-Währinger Str._Schottg,Verkehrslichtsignalanlage,V09008-01,292869,
AKUSTISCHEAMPELOGD.292870,POINT (16.35227927995802 48.231493120181035),18,Währinger Gürtel-U6 Station,geregelter Fußgängerübergang,V18002-01,292870,
AKUSTISCHEAMPELOGD.292829,POINT (16.355695935264492 48.20685567108553),7,Lerchenf. Str.-Museumstr.,Verkehrslichtsignalanlage,V07023-01,292829,
AKUSTISCHEAMPELOGD.292871,POINT (16.3377681231867 48.23710351852538),19,Peter Jordan-Str.-Gregor Mendel-Str.,Verkehrslichtsignalanlage,V19023-01,292871,
AKUSTISCHEAMPELOGD.292873,POINT (16.373723791378534 48.18467553100492),10,Laxenburger Str.-Sonnwendg.,Verkehrslichtsignalanlage,V10049-01,292873,
AKUSTISCHEAMPELOGD.292874,POINT (16.38035192554824 48.16906521241127),10,Favoritenstr.-Troststr.,Verkehrslichtsignalanlage,V10054-01,292874,
AKUSTISCHEAMPELOGD.292875,POINT (16.39117213879611 48.217219901568875),2,Praterstern-Franzensbrückenstr.,Verkehrslichtsignalanlage,V02006-01,292875,
AKUSTISCHEAMPELOGD.292877,POINT (16.34907399203169 48.20213615296706),7,Siebensterng.-Neubaug._Westbahnstr.,Verkehrslichtsignalanlage,V07018-01,292877,
AKUSTISCHEAMPELOGD.292878,POINT (16.357471732908497 48.1961509827187),5,Hamburger Str.-Wehrg.,geregelter Fußgängerübergang,V05030-01,292878,
AKUSTISCHEAMPELOGD.292879,POINT (16.358138325086863 48.191314740789004),5,Margaretenplatz-Pilgramg.,Verkehrslichtsignalanlage,V05015-01,292879,
AKUSTISCHEAMPELOGD.292880,POINT (16.42065162349375 48.17007633374882),11,Simmeringer Hptstr.-Hasenleiteng.,Verkehrslichtsignalanlage,V11007-01,292880,
AKUSTISCHEAMPELOGD.292881,POINT (16.406693376404874 48.27293872442236),21,Brünner Str.-Trillerg.,Verkehrslichtsignalanlage,V21034-01,292881,
AKUSTISCHEAMPELOGD.292882,POINT (16.38499929825002 48.207951857212144),3,Marxerg.-Gigerg.,Verkehrslichtsignalanlage,V03057-01,292882,
AKUSTISCHEAMPELOGD.292883,POINT (16.366191101792143 48.22761296266451),20,Brigittenauer Lände-Wallensteinstr.,Verkehrslichtsignalanlage,V20012-01,292883,
AKUSTISCHEAMPELOGD.292884,POINT (16.370961314700892 48.21931593277764),2,Obere Donaustr.-Unt. Augarten Str.,Verkehrslichtsignalanlage,V02041-01,292884,
AKUSTISCHEAMPELOGD.292885,POINT (16.364414837304473 48.18287382943192),5,Margaretengürtel-Klieberg.,Verkehrslichtsignalanlage,V05014-01,292885,
AKUSTISCHEAMPELOGD.292886,POINT (16.299847589162585 48.150513740644044),23,Breitenfurter Str.-Gerberg.,Verkehrslichtsignalanlage,V23052-01,292886,
AKUSTISCHEAMPELOGD.292887,POINT (16.305857532316118 48.13664338995679),23,Perfektastr.-Forchheimerg.,Verkehrslichtsignalanlage,V23070-01,292887,
AKUSTISCHEAMPELOGD.292888,POINT (16.34978421219005 48.225080001583706),9,Währinger Gürtel-Fuchsthallerg.,Verkehrslichtsignalanlage,V09043-01,292888,
AKUSTISCHEAMPELOGD.292890,POINT (16.40520964414765 48.16000850173509),10,Bitterlichstr.-Männertreug.,Verkehrslichtsignalanlage,V10079-01,292890,
AKUSTISCHEAMPELOGD.292891,POINT (16.289154220996604 48.20638332794147),14,Flötzersteig-Spiegelgrundstr.,Verkehrslichtsignalanlage,V14033-01,292891,
AKUSTISCHEAMPELOGD.292894,POINT (16.402116974004606 48.265176327857155),21,Brünner Str.-Katsushikastr.,Verkehrslichtsignalanlage,V21026-01,292894,
AKUSTISCHEAMPELOGD.292895,POINT (16.368891431230782 48.1957859707812),4,Favoritenstr.-Gußhausstr._Paulanerg.,Verkehrslichtsignalanlage,V04022-01,292895,
AKUSTISCHEAMPELOGD.292896,POINT (16.448153422493665 48.26640045351291),21,Julius Ficker-Str.-Kürschnerg.,Verkehrslichtsignalanlage,V21039-01,292896,
AKUSTISCHEAMPELOGD.292897,POINT (16.420498762660056 48.25673003329136),21,Angyalföldstr.-Satzingerweg,Verkehrslichtsignalanlage,V21082-01,292897,
AKUSTISCHEAMPELOGD.292898,POINT (16.396173243257206 48.20181318488379),3,Erdbergstr.-Wasserg.,Verkehrslichtsignalanlage,V03046-01,292898,
AKUSTISCHEAMPELOGD.292899,POINT (16.337305007152512 48.20078959958572),15,Neubaugürtel-Märzstr.,Verkehrslichtsignalanlage,V15039-01,292899,
AKUSTISCHEAMPELOGD.292900,POINT (16.298778189984183 48.14870349395133),23,Breitenfurter Str.-Hödlg.,Verkehrslichtsignalanlage,V23041-01,292900,
AKUSTISCHEAMPELOGD.292901,POINT (16.325472944578422 48.21597074559302),17,Rosensteing.-Maysseng.,Verkehrslichtsignalanlage,V17015-01,292901,
AKUSTISCHEAMPELOGD.292902,POINT (16.390601825905595 48.17596369170968),10,Absbergg.-Gudrunstr.,Verkehrslichtsignalanlage,V10010-01,292902,
AKUSTISCHEAMPELOGD.292903,POINT (16.390099389788354 48.210971297614904),3,Radetzkystr.-Löweng.,Verkehrslichtsignalanlage,V03020-01,292903,
AKUSTISCHEAMPELOGD.292904,POINT (16.420513010862837 48.21423327320758),2,Handelskai-Roman Köhler Steg,Verkehrslichtsignalanlage,V02023-01,292904,
AKUSTISCHEAMPELOGD.292905,POINT (16.36363690423445 48.1527431011946),10,Laxenburger Str.-Fr.SchrekerG._P.A.Hans,Verkehrslichtsignalanlage,V10016-01,292905,
AKUSTISCHEAMPELOGD.292906,POINT (16.254475659464468 48.199042269387725),13,Wientalstr.-Stampferg._Bräuhausbr.,Verkehrslichtsignalanlage,V13005-01,292906,
AKUSTISCHEAMPELOGD.292907,POINT (16.371716793160033 48.171504848959934),10,Laxenburger Str.-Inzersdorfer Str.,Verkehrslichtsignalanlage,V10065-01,292907,
AKUSTISCHEAMPELOGD.292908,POINT (16.353183366750756 48.18653063376553),5,Reinprechtsd. Str.-Arbeiterg.,Verkehrslichtsignalanlage,V05005-01,292908,
AKUSTISCHEAMPELOGD.292909,POINT (16.38181071379126 48.282457019068666),21,Einzingerg.-Autokaderstr.,Verkehrslichtsignalanlage,V21043-01,292909,
AKUSTISCHEAMPELOGD.292910,POINT (16.391582844201025 48.20176935532439),3,Landstr. Hptstr.-Rochusg._Kundmanng.,Verkehrslichtsignalanlage,V03023-01,292910,
AKUSTISCHEAMPELOGD.292911,POINT (16.402400168737316 48.20294326186931),2,Schüttelstr.-Friedensg.,Verkehrslichtsignalanlage,V02049-01,292911,
AKUSTISCHEAMPELOGD.292912,POINT (16.372846650774914 48.199917879132464),1,Lothringerstr.-Canovag.,Verkehrslichtsignalanlage,V01008-01,292912,
